,identifier.Id,identifier.fips,identifier.apn,identifier.attomId,lot.lotSize1,address.country,address.countrySubd,address.line1,address.line2,address.locality,address.matchCode,address.oneLine,address.postal1,address.postal2,address.postal3,location.accuracy,location.latitude,location.longitude,location.distance,location.geoId,location.geoIdV4.CO,location.geoIdV4.CS,location.geoIdV4.DB,location.geoIdV4.N2,location.geoIdV4.N4,location.geoIdV4.PL,location.geoIdV4.SB,location.geoIdV4.ZI,summary.propClass,summary.propSubType,summary.propType,summary.propertyType,summary.yearBuilt,summary.propLandUse,summary.propIndicator,building.size.universalSize,building.rooms.bathsTotal,building.rooms.beds,vintage.lastModified,vintage.pubDate,avm.eventDate,avm.amount.scr,avm.amount.value,avm.amount.high,avm.amount.low,avm.amount.valueRange,avm.calculations.perSizeUnit,avm.calculations.ratioTaxAmt,avm.calculations.ratioTaxValue,avm.calculations.rangePctOfValue,homeEquity.LTV,homeEquity.estimatedAvailableEquity,homeEquity.estimatedLendableEquity,homeEquity.firstAmortizedLoanAmount,homeEquity.secondAmortizedLoanAmount,homeEquity.thirdAmortizedLoanAmount,homeEquity.totalEstimatedLoanBalance,homeEquity.recordLastUpdated,location.geoIdV4.N1
0,185362954,53033,199970-0045,185362954,0.1816345,US,WA,18810 DENSMORE AVE N,"SHORELINE, WA 98133",SHORELINE,ExaStr,"18810 DENSMORE AVE N, SHORELINE, WA 98133",98133,4217,C036,Rooftop,47.765801,-122.338789,0.0,"CO53033, CS5392928, DB5307920, ND0001689123, PL5363960, RS0000382544, SB0000128595, SB0000128598, SB0000128606, ZI98133",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,aaae0a2014f786ec8b4f30a615419d84,ae3b10d58c9951d3685696c5c2b482a6,860705d8bb4268a3f7e669bf73903a62,80a7d570de7f181d8918a0c422abfdb4,"e65a6b5776ed2b42dd80661a50818581,30af5cf1942710581d34ca424dc7f684",c7cd7868d4321b419658454605c93354,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1955,SFR,10,1340,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,99,875810,884568,867051,8758.0,653.0,107.01,1.0,2.0,77,0,0,658249,0,0,658249,2023-06-16,
1,53489785,53033,186060-0210,53489785,0.0717401,US,WA,709 W BLAINE ST,"SEATTLE, WA 98119",SEATTLE,ExaStr,"709 W BLAINE ST, SEATTLE, WA 98119",98119,2929,C082,Rooftop,47.634541,-122.366885,0.0,"CO53033, CS5392928, DB5307710, ND0000335587, ND0000499230, PL5363000, SB0000128513, SB0000128541, SB0000154429, ZI98119",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,98873a44ab19bc44db1ac29ee8bea1aa,64b9394c2266c5befb43860cf654bf4c,,2334119c0d04010c5be64976dea25ee4,"8dd20f91b35f39224be98bacc86de963,95d6613ba3f92af05ee852168a6fa7c6,34aaeef626fda5aad05b61aaaf2cb650",b3e38700211dcf1b4a464464c980b572,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1926,SFR,10,1890,2.0,2.0,2023-04-07,2023-04-07,2023-08-22,98,1690105,1723907,1656302,33802.0,894.0,138.31,1.0,4.0,21,0,0,197840,0,0,197840,2023-06-16,9910825c7ffe7fcfd73cabc9f3d37492
2,10059309,53033,546790-0220,10059309,0.2944215,US,WA,26214 143RD AVE SE,"KENT, WA 98042",KENT,ExaStr,"26214 143RD AVE SE, KENT, WA 98042",98042,8157,C077,Rooftop,47.367146,-122.150460,0.0,"CO53033, CS5393392, DB5303960, ND0004855586, PL5335415, RS0000260683, SB0000127961, SB0000127975, SB0000127976, ZI98042",5ee7d0cd1877f3a877c2aebc11f8c2fb,5973965fd8331f1c7e397448223eb675,d18e254f3d9e8acaf1e902e0e18caf9d,45dbd9764c4de560b8a841cc45991033,1d209e8bea7c2938c66a5bcd047ca0bc,42b684da7d7308db262c87179b86cc38,"7d12ebf8a614a19a1da82eebdf08d9d7,03945a8ed8ea4cb678c990f73967cea8,1e94ed625b90415c2404ea1ff7c0005d",ae79926945d8daf28f516d66d14cee86,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1966,SFR,10,1710,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,99,606833,612901,600764,6068.0,354.0,104.83,1.0,2.0,56,0,0,238442,49467,0,287909,2023-06-16,
3,185457419,53033,403890-0300,185457419,0.1944444,US,WA,857 170TH PL NE,"BELLEVUE, WA 98008",BELLEVUE,ExaStr,"857 170TH PL NE, BELLEVUE, WA 98008",98008,3751,C061,Rooftop,47.618710,-122.113830,0.0,"CO53033, CS5392931, DB5300390, ND0000334702, PL5305210, SB0000127405, SB0000127406, SB0000127414, ZI98008",5ee7d0cd1877f3a877c2aebc11f8c2fb,50c4b457864cd4b4e996d5dc01b4fc85,1fa0fc62fd122b1f4ca1b52684a818f3,51c685952edeb735eedff608e1a8fb82,,335750a26cbaf7ab8f0f82d5d67d925a,"28a08be077e03cacdbc5f0e7a4039db1,584f4ae9d1223f8f6ad012625f5d2d73,52b018f4654ebc90c12fe78f3b68aba4",4ce363e7bb681df460e233403d2c68ea,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1962,SFR,10,2160,3.0,4.0,2023-04-07,2023-04-07,2023-08-22,97,1438221,1481367,1395074,43146.0,665.0,138.32,0.0,6.0,32,0,0,477973,0,0,477973,2023-06-16,
4,143056643,53033,719730-0105,143056643,0.2410468,US,WA,9105 170TH AVE NE,"REDMOND, WA 98052",REDMOND,ExaStr,"9105 170TH AVE NE, REDMOND, WA 98052",98052,3791,C006,Rooftop,47.683042,-122.113947,0.0,"CO53033, CS5392931, DB5304230, ND0000335777, PL5357535, SB0000128043, SB0000128044, SB0000128045, ZI98052",5ee7d0cd1877f3a877c2aebc11f8c2fb,50c4b457864cd4b4e996d5dc01b4fc85,ddf8a96e270c8fda3601d9d564f2bc16,abf62cfcb60042b89102018598798bf1,,f06234761077deda403ed776cfdff5a9,181e5a2af2defcef2b74447c07d970ed,47f00eae83fe3ec4009cc95b52113a76,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1976,SFR,10,1940,3.0,4.0,2023-04-07,2023-04-07,2023-08-22,98,1268774,1294149,1243398,25375.0,654.0,144.23,1.0,4.0,36,0,0,359469,0,0,359469,2023-06-16,
5,8407510,53033,510040-1390,8407510,0.1464646,US,WA,522 NE 88TH ST,"SEATTLE, WA 98115",SEATTLE,ExaStr,"522 NE 88TH ST, SEATTLE, WA 98115",98115,2937,C095,Rooftop,47.692470,-122.322034,0.0,"CO53033, CS5392928, DB5307710, ND0000335205, ND0004786190, PL5363000, SB0000128545, SB0000128549, SB0000154365, ZI98115",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,98873a44ab19bc44db1ac29ee8bea1aa,bccb177600b2d62f2607c6c7563f561e,,2334119c0d04010c5be64976dea25ee4,"218d8d1a0412a1b1785a4774321eb983,745beab65cc829e91a91e1fac02e6730,6772c33ed6aa0f9397488b1b801458ea",97f24138c1b1b2aa50120af8c83a6fdf,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1935,SFR,10,1990,3.0,4.0,2023-04-07,2023-04-07,2023-08-22,99,1064929,1075578,1054279,10649.0,535.0,115.28,1.0,2.0,41,0,0,341161,0,0,341161,2023-06-16,2af5946f566ed7c106ec4257d8a0e6bb
6,185547032,53033,752521-0220,185547032,0.0631772,US,WA,2616 174TH AVE NE,"REDMOND, WA 98052",REDMOND,ExaStr,"2616 174TH AVE NE, REDMOND, WA 98052",98052,6221,C018,Rooftop,47.634381,-122.107390,0.0,"CO53033, CS5392931, DB5304230, ND0000354037, PL5357535, RS0000355386, SB0000128025, SB0000128039, SB0000128048, ZI98052",5ee7d0cd1877f3a877c2aebc11f8c2fb,50c4b457864cd4b4e996d5dc01b4fc85,ddf8a96e270c8fda3601d9d564f2bc16,763a91b8e4589ae58b6ded75246571f7,c82448be95f3c3245617ef0459c89ba4,f06234761077deda403ed776cfdff5a9,"1b922785ab1babe8e6370d77414b0ffa,35d38cf8a1594d94db9a874424107a54,2f96e4fdc8f7d9f3f9afce3a295e67b0",47f00eae83fe3ec4009cc95b52113a76,Single Family Residence / Townhouse,Residential,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1978,TOWNHOUSE/ROWHOUSE,10,1330,2.0,2.0,2023-04-07,2023-04-07,2023-08-22,98,927031,945571,908490,18540.0,697.0,149.55,1.0,4.0,34,0,0,250404,0,0,250404,2023-06-16,
7,185424674,53033,259172-0070,185424674,0.823416,US,WA,23762 SE 253RD PL,"MAPLE VALLEY, WA 98038",MAPLE VALLEY,ExaStr,"23762 SE 253RD PL, MAPLE VALLEY, WA 98038",98038,8326,R007,Rooftop,47.375198,-122.021969,0.0,"CO53033, CS5393392, DB5308760, ND0004856691, PL5343150, RS0004801233, SB0000128794, SB0000128800, SB0000134662, ZI98038",5ee7d0cd1877f3a877c2aebc11f8c2fb,5973965fd8331f1c7e397448223eb675,8dde4cd938a714a2a7a39729931e2949,05851fd9d932bb2b8d6854de0c3ab9c5,b52c786eb37cee2fefe89a47b6e7c829,2550bd3c5dc009ddecdb48a9b29e67a2,"d037cde3e41a5c06e2899705d9b184a0,48055518494b3443a218836d5be2e9c0,35e606eabbc13a74716a8465397cfdfd",7c6898fea3fabf935db12c6941bd9634,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1989,SFR,10,2710,3.0,4.0,2023-04-07,2023-04-07,2023-08-22,99,1079116,1089907,1068324,10791.0,398.0,109.63,1.0,2.0,49,0,0,523930,0,0,523930,2023-06-16,
8,149622204,53033,132308-9054,149622204,1.302,US,WA,46625 SE 129TH ST,"NORTH BEND, WA 98045",NORTH BEND,ExaStr,"46625 SE 129TH ST, NORTH BEND, WA 98045",98045,,,Rooftop,47.481708,-121.717664,0.0,"CO53033, CS5393078, DB5308040, PL5358768, SB0000128624, SB0000128625, SB0000128630, ZI98045",5ee7d0cd1877f3a877c2aebc11f8c2fb,05f8dff05ce3663d66b7b364178c885e,25e2d4e7442d80263065fece7ac5d968,,,faa4427381acc132444f1224d8cd4bc1,"dc942f638640b6ed92464c74ff62b618,53917447e732e425a35a8c7c1a29745d,c384d8450f649d986c2a60014cc2d423",17b9dfe38d8a22064da7397e1c18b231,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1955,SFR,10,800,,2.0,2023-04-07,2023-04-07,2023-08-22,98,508613,518785,498440,10172.0,635.0,99.51,1.0,4.0,0,0,0,0,0,0,0,2021-10-27,
9,185511342,53033,612760-0110,185511342,0.1423324,US,WA,6811 55TH AVE NE,"SEATTLE, WA 98115",SEATTLE,ExaStr,"6811 55TH AVE NE, SEATTLE, WA 98115",98115,7826,C062,Rooftop,47.677997,-122.269310,0.0,"CO53033, CS5392928, DB5307710, ND0000335565, ND0004780733, PL5363000, SB0000128518, SB0000128551, SB0000128559, ZI98115",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,98873a44ab19bc44db1ac29ee8bea1aa,0ce0de3de832027ec383ebb820fc33aa,,2334119c0d04010c5be64976dea25ee4,"6ce3133430b4f45cb76598f312adf9f6,50ebf28cf26ae10cfe426d06d76e9abd,5ed9a5f96b9e9f7f6df6af8fd50cdfab",97f24138c1b1b2aa50120af8c83a6fdf,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1945,SFR,10,1520,2.0,4.0,2023-04-07,2023-04-07,2023-08-22,98,1097246,1119190,1075301,21944.0,721.0,115.14,1.0,4.0,14,0,0,138250,0,0,138250,2023-06-16,84a24f74ac41f53a9439af588bef7ab5
10,3003563,53033,752500-0080,3003563,0.3418733,US,WA,1833 220TH PL NE,"SAMMAMISH, WA 98074",SAMMAMISH,ExaStr,"1833 220TH PL NE, SAMMAMISH, WA 98074",98074,4158,C057,Rooftop,47.626707,-122.046035,0.0,"CO53033, CS5392931, DB5304230, PL5361115, RS0000363818, SB0000128050, SB0000128051, SB0000128059, ZI98074",5ee7d0cd1877f3a877c2aebc11f8c2fb,50c4b457864cd4b4e996d5dc01b4fc85,ddf8a96e270c8fda3601d9d564f2bc16,,c51e4d29f468f4326e89502e7297e306,50f053084afb526ebee9d816c1baf486,"94e52d6dac9d6eb40fb6829b6dc16f8b,aa32f871a2d8a746d9f4c4d0e347bc96,04bc0be2c6210b336c2aefdb5aedcdda",87c8679299d9315d597b32c037e75b7d,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1980,SFR,10,2330,3.0,3.0,2023-04-07,2023-04-07,2023-08-22,99,1403272,1417304,1389239,14032.0,602.0,127.71,0.0,2.0,29,0,0,257827,0,0,257827,2023-06-16,
11,185432485,53033,339060-0020,185432485,0.1864096,US,WA,2504 SW PORTLAND CT,"SEATTLE, WA 98106",SEATTLE,ExaStr,"2504 SW PORTLAND CT, SEATTLE, WA 98106",98106,1729,C044,Rooftop,47.533394,-122.364903,0.0,"CO53033, CS5392928, DB5307710, ND0000335461, ND0000335900, PL5363000, RS0000381605, SB0000128512, SB0000128552, SB0000128567, ZI98106",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,98873a44ab19bc44db1ac29ee8bea1aa,7ce70ad014fee7c962ce6f2cfe6476de,df0f7169135ecd4e2927db5d7fe97e30,2334119c0d04010c5be64976dea25ee4,"a6c14d568b0cc507ff65a5736ea95997,1af895b37eafaf1b4d9ed15552050487",d0972b99f7811fd54bdd3dba1d84ada7,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1956,SFR,10,2280,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,98,618414,630782,606045,12368.0,271.0,322.54,1.0,4.0,0,0,0,0,0,0,0,2019-05-15,ea5e3cf3adb187d63738004835ce6c66
12,185468652,53033,421940-0295,185468652,0.1515152,US,WA,3534 46TH AVE NE,"SEATTLE, WA 98105",SEATTLE,ExaStr,"3534 46TH AVE NE, SEATTLE, WA 98105",98105,5325,C016,Rooftop,47.655016,-122.277808,0.0,"CO53033, CS5392928, DB5307710, ND0000335099, ND0004780733, PL5363000, RS0000355209, SB0000128518, SB0000128534, SB0000128551, ZI98105",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,98873a44ab19bc44db1ac29ee8bea1aa,94aced9231f6141e1199623a48b10244,62b91fe92b9d3087e8b9cab6570bac94,2334119c0d04010c5be64976dea25ee4,"6ce3133430b4f45cb76598f312adf9f6,5ed9a5f96b9e9f7f6df6af8fd50cdfab",8a48ef8a516583637bd9534dbb1e8d57,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1926,SFR,10,3470,4.0,4.0,2023-04-07,2023-04-07,2023-08-22,98,2473693,2523166,2424219,49473.0,712.0,139.2,1.0,4.0,63,0,0,1443325,0,0,1443325,2023-06-16,84a24f74ac41f53a9439af588bef7ab5
13,185388191,53033,261830-0090,185388191,0.2231405,US,WA,14034 SE 201ST ST,"KENT, WA 98042",KENT,ExaStr,"14034 SE 201ST ST, KENT, WA 98042",98042,3056,R003,Rooftop,47.422533,-122.153099,0.0,"CO53033, CS5392928, DB5303960, RS0005030811, SB0000127958, SB0000127959, SB0000127983, ZI98042",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,d18e254f3d9e8acaf1e902e0e18caf9d,,f846ebade83b06771fbdc6df9aba4e12,,"c485d615751f89b588318787ba7897e5,92289f5c0d84665825fe046cfd7f6800,8df32162ee29495189778e60f7699266",ae79926945d8daf28f516d66d14cee86,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1965,SFR,10,1610,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,99,611803,617921,605684,6118.0,380.0,92.34,1.0,2.0,30,0,0,38726,23278,0,62004,2023-06-16,
14,186037841,53033,122000-0417,186037841,0.2657943,US,WA,15424 9TH AVE SW,"BURIEN, WA 98166",BURIEN,ExaStr,"15424 9TH AVE SW, BURIEN, WA 98166",98166,2156,C032,Rooftop,47.464044,-122.345471,0.0,"CO53033, CS5392928, DB5303540, ND0004788263, PL5308850, SB0000127864, SB0000127866, SB0000127878, SB0000154395, ZI98166",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,ff73ce6b6955517970b72c14da5a73c7,a51e51639e56ee656735b6a2799916c8,,fd35956a744120b562c4bac08ef2db96,"a69aa9789718181281869a6a6dd1fd81,1300f569ce1c497096eb16e6d2ecd53a",b5e0c349b7a51edb14fb24f02f130f2a,Apartment,Residential,MULTI FAMILY DWELLING,RESIDENTIAL INCOME (GENERAL/MULTI-FAMILY),1968,MULTI FAMILY DWELLING,22,6615,,,2023-04-07,2023-04-07,,0,0,0,0,,,,,,0,0,0,626168,0,0,626168,2023-06-16,
15,185514622,53033,660078-0120,185514622,0.1665748,US,WA,11224 SE 306TH PL,"AUBURN, WA 98092",AUBURN,ExaStr,"11224 SE 306TH PL, AUBURN, WA 98092",98092,3313,C014,Rooftop,47.327860,-122.191060,0.0,"CO53033, CS5391056, DB5300300, ND0000451386, PL5303180, RS0000454853, SB0000127374, SB0000127375, SB0000127377, ZI98092",5ee7d0cd1877f3a877c2aebc11f8c2fb,89847a1284573d48de0b921af3093dc6,d5041428aaed57707e26ca39d6cebd87,b224cbc80731eeb45a6d26856bd6c54b,4f01323f8be25b160a0757988209418b,87132a1430a26b86e59bb901d5693487,"981622f44c9b91e4666fa0e71189841f,dd3bcf917fe36db39e937837ce9943b4,b14b16897586f30e95cafc101a221c61",94a9bd0fa93f4be871eabb3718231231,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1997,SFR,10,3000,3.0,4.0,2023-04-07,2023-04-07,2023-08-22,98,767950,783309,752591,15359.0,255.0,98.47,1.0,4.0,36,0,0,255579,0,0,255579,2023-06-16,
16,4207315,53033,201100-0010,4207315,0.1344812,US,WA,1605 S 245TH PL,"DES MOINES, WA 98198",DES MOINES,ExaStr,"1605 S 245TH PL, DES MOINES, WA 98198",98198,8645,C093,Rooftop,47.381538,-122.312891,0.0,"CO53033, CS5392928, DB5303540, PL5317635, RS0000402883, SB0000127872, SB0000127874, SB0000136137, SB0000154395, ZI98198",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,ff73ce6b6955517970b72c14da5a73c7,,ffe3e9c48bf3c7d8323324c2053dde36,ee608d05012ded6bf7f12ad2b9427d85,"4f7aaff65eeb47aa3ed4762f1bd595c6,aa5ebe829c7afa304d5a741cde00266f,3f2b23403bee5f7a7b95be0bf4512e37",dbf3fe3162e0dfe2cec38a4df7fa8314,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1987,SFR,10,1370,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,99,533472,538806,528137,5334.0,389.0,98.36,1.0,2.0,60,0,0,258100,45876,0,303976,2023-06-16,
17,142733770,53033,077660-0130,142733770,0.2359275,US,WA,12425 415TH AVE SE,"NORTH BEND, WA 98045",NORTH BEND,ExaStr,"12425 415TH AVE SE, NORTH BEND, WA 98045",98045,9482,R010,Rooftop,47.488020,-121.787028,0.0,"CO53033, CS5393078, DB5308040, RS0000241419, SB0000128624, SB0000128625, SB0000128630, ZI98045",5ee7d0cd1877f3a877c2aebc11f8c2fb,05f8dff05ce3663d66b7b364178c885e,25e2d4e7442d80263065fece7ac5d968,,906ad2830ef138a57623e55af3832da5,,"dc942f638640b6ed92464c74ff62b618,53917447e732e425a35a8c7c1a29745d,c384d8450f649d986c2a60014cc2d423",17b9dfe38d8a22064da7397e1c18b231,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1983,SFR,10,1180,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,99,680392,687195,673588,6803.0,576.0,111.88,1.0,2.0,56,0,0,333662,23985,0,357647,2023-06-16,
18,1216193,53033,565260-0185,1216193,0.2428375,US,WA,3225 NE 92ND ST,"SEATTLE, WA 98115",SEATTLE,ExaStr,"3225 NE 92ND ST, SEATTLE, WA 98115",98115,3653,C065,Rooftop,47.695388,-122.292099,0.0,"CO53033, CS5392928, DB5307710, ND0004780733, ND0004781434, PL5363000, RS0000359694, SB0000128518, SB0000128545, SB0000128561, ZI98115",5ee7d0cd1877f3a877c2aebc11f8c2fb,4970292b3b10ee79d01df26bfa1db532,98873a44ab19bc44db1ac29ee8bea1aa,5c9e703833cd12bc74929df55cfc4c13,b9c53b2c98820d18a0ddcd71399a59ef,2334119c0d04010c5be64976dea25ee4,"2970794f9fd1426ec37732b0a8b89a35,5ed9a5f96b9e9f7f6df6af8fd50cdfab,745beab65cc829e91a91e1fac02e6730",97f24138c1b1b2aa50120af8c83a6fdf,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1923,SFR,10,2240,2.0,3.0,2023-04-07,2023-04-07,2023-08-22,98,1424131,1452613,1395648,28482.0,635.0,123.25,1.0,4.0,54,0,0,740510,0,0,740510,2023-06-16,84a24f74ac41f53a9439af588bef7ab5
19,20037761,53033,220250-0290,20037761,0.2020202,US,WA,3922 154TH AVE SE,"BELLEVUE, WA 98006",BELLEVUE,ExaStr,"3922 154TH AVE SE, BELLEVUE, WA 98006",98006,1748,C086,Rooftop,47.574559,-122.134872,0.0,"CO53033, CS5392931, DB5300390, ND0005023403, PL5305210, SB0000127403, SB0000127410, SB0000127418, ZI98006",5ee7d0cd1877f3a877c2aebc11f8c2fb,50c4b457864cd4b4e996d5dc01b4fc85,1fa0fc62fd122b1f4ca1b52684a818f3,fb1bcb41772f3fe04e46a401d66f157e,,335750a26cbaf7ab8f0f82d5d67d925a,"0c7e494d16b9b1c09327ead2682923e8,6b1d73a6e5d7c5d5a174f1983db78112,9f61d049da3812aeb0fb631d2a9c2e8d",97c8add51f3197dd646593f78cba9ce4,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2022,SFR,10,4720,5.0,6.0,2023-06-12,2023-06-12,2023-08-22,99,2970000,2999700,2940300,29700.0,629.0,214.26,1.0,2.0,73,0,0,2187981,0,0,2187981,2023-06-16,
